listing_id,high,low,medium
7031743,0.016,0.891,0.093
7009434,0.001,0.996,0.003
7007915,0.028,0.776,0.196
7373657,0.025,0.8,0.175
7158276,0.028,0.7646666666666667,0.20733333333333334
7052553,0.012,0.871,0.117
6994794,0.001,0.998,0.001
7064285,0.037,0.615,0.348
7014479,0.107,0.434,0.459
7028068,0.0,0.976,0.024
7013893,0.014,0.966,0.02
7094253,0.2814,0.33,0.3886
7052687,0.0,1.0,0.0
7028134,0.045,0.727,0.228
6977726,0.075,0.722,0.203
7076378,0.016,0.797,0.187
7037912,0.013,0.94,0.047
7000030,0.022,0.826,0.152
7036872,0.133,0.496,0.371
6984020,0.145,0.491,0.364
7048376,0.024,0.511,0.465
7160655,0.076,0.568,0.356
6999537,0.055,0.604,0.341
6974295,0.08,0.549,0.371
6961902,0.38533333333333336,0.296,0.3186666666666667
7043148,0.04,0.806,0.154
6955158,0.393,0.457,0.15
7217994,0.07,0.781,0.149
6995701,0.198,0.2686666666666666,0.5333333333333332
7026567,0.013,0.892,0.095
7040847,0.002,0.961,0.037
7022458,0.02,0.925,0.055
6955088,0.021,0.693,0.286
6961416,0.03,0.882,0.088
6964136,0.04,0.838,0.122
6956601,0.008,0.856,0.136
6954621,0.241,0.143,0.616
7070851,0.0045,0.9495,0.046
6975458,0.03,0.78,0.19
6959044,0.08366666666666667,0.8063333333333333,0.11
7206367,0.009,0.958,0.033
7010540,0.021,0.7687999999999999,0.2102
7035502,0.0,0.998,0.002
7040297,0.01,0.901,0.089
6967114,0.005,0.868,0.127
7083540,0.103,0.401,0.496
7075920,0.0,0.997,0.003
7003792,0.015,0.932,0.053
7108557,0.027,0.875,0.098
7018180,0.0,0.993,0.007
6964202,0.006,0.87,0.124
6962506,0.023,0.749,0.228
7056670,0.3585,0.4111666666666666,0.23033333333333333
7002904,0.004,0.924,0.072
6987724,0.006,0.956,0.038
6965373,0.092,0.46,0.448
6962386,0.114,0.27,0.616
7060110,0.002,0.945,0.053
7038282,0.0,0.996,0.004
7018251,0.007,0.915,0.078
6983929,0.006,0.932,0.062
7116799,0.069,0.6535,0.2775
6971118,0.10958333333333332,0.3500833333333333,0.5403333333333332
7044430,0.122,0.398,0.48
7004600,0.001,0.927,0.072
6973024,0.019,0.861,0.12
7215308,0.005,0.973,0.022
6986385,0.076,0.539,0.385
7014037,0.0,0.992,0.008
6957182,0.224,0.404,0.372
7075628,0.051,0.637,0.312
7006702,0.29416666666666663,0.2718333333333333,0.434
6996221,0.0,0.977,0.023
6952573,0.021,0.557,0.422
7056800,0.001,0.984,0.015
7209585,0.2593833333333333,0.1946166666666667,0.546
7010960,0.08,0.637,0.283
7016226,0.045,0.751,0.204
7053038,0.003,0.994,0.003
6955770,0.026,0.79,0.184
7057727,0.071,0.489,0.44
7004772,0.129,0.561,0.31
7050388,0.036,0.838,0.126
7018248,0.1524,0.436,0.4116
7022794,0.011,0.891,0.098
7018267,0.001,0.997,0.002
6970240,0.029,0.531,0.44
6965180,0.16516666666666668,0.3608333333333334,0.474
6994922,0.01,0.902,0.088
6983480,0.05,0.6033333333333334,0.3466666666666667
7022834,0.265,0.412,0.323
7072281,0.068,0.733,0.199
7008660,0.398,0.31,0.292
7177153,0.063,0.392,0.545
6967489,0.006,0.9423333333333334,0.051666666666666666
7055210,0.33,0.327,0.343
7395161,0.001,0.95,0.049
7042644,0.055,0.564,0.381
7002711,0.0,0.94,0.06
7180040,0.002,0.971,0.027
6982518,0.029666666666666668,0.21133333333333335,0.759
7076589,0.07,0.395,0.535
6954695,0.102,0.588,0.31
6996390,0.001,0.881,0.118
7080576,0.008,0.92075,0.07125
7021353,0.049,0.536,0.415
7055847,0.105,0.3,0.595
6977906,0.014,0.862,0.124
7029757,0.017,0.826,0.157
7048585,0.03,0.852,0.118
6998181,0.004,0.838,0.158
7026911,0.008,0.957,0.035
6960575,0.052,0.822,0.126
7037243,0.072,0.569,0.359
7041081,0.08,0.599,0.321
7173196,0.0,0.959,0.041
7010077,0.07,0.783,0.147
7026362,0.129,0.769,0.102
7063217,0.003,0.865,0.132
6965081,0.228,0.243,0.529
7025602,0.139,0.33533333333333337,0.5256666666666667
7009251,0.01,0.82,0.17
6974863,0.12683333333333333,0.32753333333333334,0.5456333333333333
7158050,0.037,0.743,0.22
7208064,0.0,0.995,0.005
7051200,0.099,0.387,0.514
7011982,0.008,0.939,0.053
7072336,0.091,0.479,0.43
7143659,0.055,0.729,0.216
6954677,0.238,0.515,0.247
7050687,0.068,0.687,0.245
7018437,0.031,0.759,0.21
7063838,0.021,0.848,0.131
7027391,0.078,0.722,0.2
7037799,0.005,0.877,0.118
7058550,0.033,0.86,0.107
7006167,0.012,0.93,0.058
7031381,0.02,0.414,0.566
7194964,0.031,0.725,0.244
6984804,0.018,0.706,0.276
7028402,0.055,0.841,0.104
6967932,0.08,0.643,0.277
6994411,0.261,0.482,0.257
7062910,0.029,0.818,0.153
6982946,0.005,0.946,0.049
7157274,0.253,0.21,0.537
7057740,0.003,0.949,0.048
7037042,0.041,0.881,0.078
7448991,0.036,0.587,0.377
7064488,0.021,0.84,0.139
6995719,0.0,0.966,0.034
7142430,0.022,0.915,0.063
6995919,0.042,0.74515,0.21284999999999998
7075300,0.1,0.34,0.56
6998725,0.001,0.988,0.011
6996552,0.011,0.828,0.161
7078899,0.467,0.225,0.308
7130246,0.021,0.721,0.258
7030708,0.081,0.327,0.592
6963174,0.093,0.7006666666666668,0.2063333333333333
7031915,0.011,0.793,0.196
7037242,0.0,0.967,0.033
7138006,0.182,0.448,0.37
6995723,0.023,0.785,0.192
6987545,0.026,0.875,0.099
7056680,0.25033333333333335,0.3838666666666667,0.3658
7064419,0.04,0.647,0.313
7044256,0.092,0.632,0.276
7061177,0.006,0.902,0.092
6971060,0.001,0.968,0.031
7018930,0.042,0.7291833333333334,0.22881666666666667
7081772,0.211,0.308,0.481
7078814,0.015,0.751,0.234
6977373,0.002,0.98,0.018
6969081,0.097,0.595,0.308
6961992,0.151,0.64,0.209
6990275,0.588,0.179,0.233
7053433,0.091,0.795,0.114
7044354,0.005,0.859,0.136
7032392,0.0023333333333333335,0.9146666666666667,0.083
7068387,0.004,0.904,0.092
7036566,0.535,0.208,0.257
7024892,0.1605,0.248,0.5915
7022304,0.056,0.421,0.523
6989982,0.11,0.52775,0.36225
6987108,0.056,0.676,0.268
7000571,0.003,0.955,0.042
7177852,0.164,0.253,0.583
7024644,0.109,0.703,0.188
7018661,0.051,0.705,0.244
7079711,0.014,0.738,0.248
6994840,0.00575,0.89725,0.097
7028812,0.004,0.968,0.028
7058816,0.11,0.555,0.335
7069003,0.007,0.912,0.081
7187492,0.008,0.913,0.079
6994291,0.05,0.7416666666666666,0.20833333333333334
6953043,0.004,0.936,0.06
7080212,0.012,0.775,0.213
6964946,0.002,0.93,0.068
6959985,0.023,0.666,0.311
7416798,0.625,0.306,0.069
7068927,0.002,0.966,0.032
6982796,0.049,0.8941666666666667,0.05683333333333333
7019580,0.025,0.853,0.122
7171475,0.097,0.66,0.243
7021440,0.006,0.918,0.076
7010427,0.149,0.558,0.293
7030737,0.02,0.595,0.385
7071014,0.132,0.534,0.334
7030399,0.3792,0.314,0.3068
6961386,0.005,0.919,0.076
7748251,0.025,0.734,0.241
7010472,0.092,0.257,0.651
7074395,0.087,0.626,0.287
6961951,0.009,0.949,0.042
6998334,0.0,0.995,0.005
6972148,0.011,0.855,0.134
6986500,0.003,0.848,0.149
7048342,0.045,0.5711666666666666,0.3838333333333333
7074901,0.009,0.959,0.032
6975606,0.036,0.369,0.595
7026423,0.02333333333333333,0.8506666666666667,0.126
7020758,0.025,0.897,0.078
7061277,0.045,0.771,0.184
7131308,0.058,0.601,0.341
6971842,0.15033333333333332,0.6326666666666667,0.217
7018026,0.0,0.998,0.002
6974371,0.025,0.82,0.155
6996850,0.038,0.564,0.398
6970049,0.019,0.678,0.303
6961205,0.003,0.977,0.02
7039506,0.112,0.4037666666666667,0.4842333333333333
6986823,0.082,0.808,0.11
6953742,0.076,0.763,0.161
7025259,0.069,0.753,0.178
6965207,0.085,0.527,0.388
7047916,0.102,0.83,0.068
6988630,0.157,0.5796666666666667,0.26333333333333336
7045197,0.089,0.622,0.289
6985990,0.043,0.796,0.161
7010069,0.004,0.977,0.019
7054115,0.007,0.899,0.094
7042821,0.0,0.998,0.002
7012456,0.0,1.0,0.0
6995817,0.074,0.675,0.251
7040436,0.002,0.971,0.027
6996182,0.008,0.951,0.041
7074364,0.048,0.575,0.377
7111535,0.045,0.7496666666666667,0.2053333333333333
7030071,0.005,0.9566666666666667,0.03833333333333334
6964376,0.296,0.342,0.362
6962158,0.01,0.841,0.149
6988895,0.022,0.859,0.119
6971452,0.009,0.935,0.056
7011358,0.0,0.994,0.006
7113260,0.206,0.356,0.438
7026101,0.25025,0.281,0.46875
7053093,0.182,0.408,0.41
7009796,0.001,0.958,0.041
7063649,0.057,0.789,0.154
7006985,0.001,0.993,0.006
7045559,0.019,0.777,0.204
7018138,0.007,0.914,0.079
7205230,0.367,0.4045,0.2285
7036978,0.016,0.817,0.167
7024771,0.4102833333333333,0.279,0.3107166666666667
7038815,0.3066666666666667,0.372,0.3213333333333333
6970494,0.099,0.51925,0.38175
6983584,0.001,0.82025,0.17875
7060974,0.3526666666666667,0.3803333333333333,0.267
6991850,0.023,0.8350166666666667,0.14198333333333335
6958873,0.001,0.947,0.052
7150554,0.017,0.875,0.108
7020290,0.348,0.32975,0.32225
6962486,0.019,0.797,0.184
7030852,0.072,0.717,0.211
6956996,0.003,0.824,0.173
7180702,0.098,0.61375,0.28825
6964337,0.022,0.813,0.165
6963979,0.089,0.624,0.287
7032639,0.0975,0.5658333333333333,0.3366666666666666
7032967,0.009,0.702,0.289
7013838,0.153,0.252,0.595
7008059,0.069,0.094,0.837
7040199,0.001,0.974,0.025
7012242,0.065,0.486,0.449
6963119,0.015,0.557,0.428
7062006,0.015,0.802,0.183
7029872,0.035,0.845,0.12
7054510,0.009,0.755,0.236
7155975,0.165,0.523,0.312
7050338,0.048,0.64725,0.30475
6959849,0.013,0.762,0.225
7022077,0.016,0.43,0.554
6992033,0.003,0.969,0.028
7006756,0.18,0.386,0.434
7028432,0.087,0.646,0.267
7057754,0.013,0.59,0.397
7013650,0.045,0.798,0.157
7034012,0.037,0.723,0.24
7002218,0.241,0.381,0.378
7218707,0.10640000000000001,0.598,0.29560000000000003
6996948,0.078,0.5686666666666667,0.3533333333333334
6982413,0.054,0.339,0.607
7035440,0.001,0.999,0.0
6974527,0.088,0.55,0.362
6969996,0.22188333333333335,0.303,0.4751166666666667
6997045,0.002,0.858,0.14
7005740,0.173,0.443,0.384
7033459,0.012,0.751,0.237
7082900,0.002,0.99,0.008
6985664,0.015,0.7321666666666666,0.2528333333333333
7079178,0.018,0.896,0.086
7169293,0.0475,0.7005,0.252
7110291,0.145,0.539,0.316
7064475,0.0,0.99,0.01
7032326,0.116,0.505,0.379
7042061,0.5163333333333333,0.16266666666666665,0.321
6969611,0.162,0.195,0.643
7067960,0.027,0.888,0.085
6980016,0.208,0.485,0.307
7162735,0.013,0.592,0.395
6976247,0.05916666666666667,0.876,0.06483333333333334
7044452,0.448,0.371,0.181
6971045,0.202,0.533,0.265
6971408,0.048,0.71,0.242
7039322,0.088,0.71,0.202
7127122,0.039,0.479,0.482
7041442,0.024,0.874,0.102
7005378,0.117,0.668,0.215
7624916,0.001,0.973,0.026
7081552,0.01,0.785,0.205
7044599,0.028,0.9,0.072
7071578,0.0,0.981,0.019
7028534,0.062,0.697,0.241
7036115,0.171,0.627,0.202
7057370,0.001,0.88,0.119
6974057,0.09879999999999999,0.5342,0.367
6955482,0.438,0.32,0.242
7043094,0.136,0.556,0.308
7002623,0.096,0.463,0.441
7091026,0.041,0.548,0.411
7006939,0.001,0.995,0.004
7017369,0.012,0.686,0.302
7064129,0.019,0.826,0.155
7031614,0.006,0.944,0.05
6977526,0.0,0.998,0.002
6964558,0.052,0.664,0.284
7193560,0.055,0.823,0.122
7004799,0.018,0.584,0.398
6975373,0.012,0.863,0.125
7008018,0.094,0.478,0.428
7053387,0.093,0.777,0.13
7012454,0.092,0.7628666666666666,0.14513333333333334
6990546,0.039,0.647,0.314
6958756,0.038,0.775,0.187
7005600,0.166,0.432,0.402
7055117,0.105,0.559,0.336
7058507,0.018,0.705,0.277
7014544,0.001,0.969,0.03
7036371,0.0,0.962,0.038
6995226,0.198,0.319,0.483
7056541,0.119,0.6686666666666666,0.21233333333333332
7010249,0.03,0.875,0.095
6980941,0.019,0.915,0.066
7100190,0.13006666666666666,0.42,0.44993333333333335
7021838,0.024,0.8,0.176
6968548,0.071,0.576,0.353
7006065,0.031,0.861,0.108
7013708,0.398,0.142,0.46
7140099,0.027,0.648,0.325
7040846,0.06,0.6928,0.24719999999999998
6953624,0.026,0.6515,0.3225
7018565,0.025,0.773,0.202
6981325,0.039,0.762,0.199
6956101,0.024,0.29633333333333334,0.6796666666666666
7033333,0.152,0.5631666666666667,0.2848333333333334
7053277,0.085,0.6956666666666668,0.21933333333333332
7096121,0.005,0.93,0.065
7013757,0.325,0.265,0.41
6995707,0.028,0.679,0.293
7062386,0.016,0.8773333333333334,0.10666666666666667
7070895,0.086,0.27,0.644
7063152,0.094,0.518,0.388
6990285,0.085,0.5215833333333333,0.3934166666666667
6956853,0.111,0.234,0.655
6975863,0.015,0.895,0.09
7159514,0.097,0.483,0.42
7069517,0.054,0.329,0.617
6978839,0.009,0.888,0.103
7109690,0.078,0.623,0.299
7055348,0.222,0.6123833333333333,0.16561666666666663
7016629,0.08,0.619,0.301
7027874,0.184,0.336,0.48
6996159,0.046,0.651,0.303
6982264,0.094,0.486,0.42
7053645,0.097,0.591,0.312
7192275,0.006,0.799,0.195
6978433,0.001,0.978,0.021
6983464,0.111,0.351,0.538
7010103,0.011,0.921,0.068
7015984,0.054,0.259,0.687
7015731,0.022,0.684,0.294
7013930,0.061,0.739,0.2
7072533,0.021,0.804,0.175
7046616,0.086,0.552,0.362
7041930,0.037,0.808,0.155
7109115,0.145,0.396,0.459
7072468,0.249,0.354,0.397
7028692,0.013,0.846,0.141
7081958,0.002,0.938,0.06
6971312,0.036,0.891,0.073
7083119,0.013,0.872,0.115
7006593,0.079,0.605,0.316
7172889,0.026,0.746,0.228
7027794,0.005,0.9025,0.0925
7038962,0.151,0.522,0.327
7083096,0.111,0.651,0.238
7016709,0.003,0.969,0.028
7042594,0.042,0.698,0.26
7035702,0.018,0.895,0.087
7052806,0.0,0.977,0.023
7055870,0.063,0.628,0.309
7058973,0.499,0.24,0.261
7113536,0.0912,0.3148,0.594
6986984,0.012,0.827,0.161
7389475,0.067,0.57,0.363
6968093,0.09341666666666668,0.5555833333333332,0.351
6970278,0.16,0.513,0.327
7027576,0.057,0.706,0.237
7058781,0.062,0.383,0.555
7035298,0.0,0.999,0.001
6987962,0.007,0.976,0.017
7150985,0.0,0.997,0.003
7045609,0.0,1.0,0.0
7003518,0.041,0.839,0.12
6998114,0.096,0.4645,0.4395
6978010,0.013,0.913,0.074
7012922,0.02,0.91,0.07
7022821,0.06,0.712,0.228
6980618,0.082,0.393,0.525
6998598,0.644,0.273,0.083
6960913,0.373,0.253,0.374
6958319,0.022,0.744,0.234
7046384,0.001,0.979,0.02
7219356,0.29229999999999995,0.2152,0.49249999999999994
6991873,0.014,0.777,0.209
6997503,0.285,0.3504,0.36460000000000004
6988565,0.135,0.445,0.42
7020845,0.034,0.759,0.207
6975649,0.177,0.49,0.333
7168590,0.061,0.809,0.13
7057546,0.056,0.732,0.212
7063151,0.014,0.68,0.306
6966533,0.028,0.454,0.518
6968455,0.039,0.714,0.247
6999658,0.006,0.939,0.055
7047764,0.016,0.731,0.253
7020064,0.008,0.8156,0.1764
7006495,0.035,0.671,0.294
6998322,0.0,0.985,0.015
7012725,0.109,0.241,0.65
6952289,0.017,0.805,0.178
7043830,0.101,0.581,0.318
6953786,0.003,0.895,0.102
7024481,0.09,0.637,0.273
7132138,0.008,0.73,0.262
7028092,0.272,0.379,0.349
6982883,0.055,0.775,0.17
7024435,0.129,0.537,0.334
7079841,0.052,0.755,0.193
6986874,0.37,0.47,0.16
6976404,0.163,0.289,0.548
7047284,0.088,0.683,0.229
6995957,0.136,0.47683333333333333,0.3871666666666666
7041232,0.0,0.974,0.026
7072136,0.0,0.99,0.01
6953256,0.02,0.822,0.158
7063973,0.0,0.998,0.002
7034660,0.002,0.966,0.032
6953582,0.221,0.3838095238095239,0.39519047619047615
7014454,0.013,0.795,0.192
6970229,0.12448333333333335,0.526,0.34951666666666664
6960019,0.043,0.811,0.146
6968659,0.1015,0.5806285714285714,0.3178714285714285
6998102,0.218,0.637,0.145
6992971,0.29,0.465,0.245
7046457,0.12593333333333334,0.39,0.48406666666666665
6963367,0.031,0.902,0.067
7204417,0.032,0.745,0.223
7013089,0.0,1.0,0.0
6977432,0.071,0.691,0.238
7063473,0.004,0.953,0.043
6954709,0.015,0.752,0.233
6979985,0.133,0.514,0.353
6957682,0.054,0.437,0.509
7013361,0.002,0.991,0.007
7063478,0.039,0.707,0.254
7071390,0.29,0.4635,0.2465
7052202,0.008,0.677,0.315
7171809,0.193,0.3465,0.4605
6996800,0.044,0.742,0.214
7066515,0.009,0.879,0.112
7052852,0.195,0.7113333333333333,0.09366666666666666
7046191,0.0,0.992,0.008
7006818,0.031,0.481,0.488
7031032,0.013,0.519,0.468
7070761,0.005,0.927,0.068
6960852,0.012,0.845,0.143
7038623,0.0715,0.7385,0.19
7031238,0.023,0.849,0.128
6998828,0.001,0.993,0.006
7039488,0.22925,0.38,0.39075
6988954,0.061,0.7,0.239
7103883,0.016,0.874,0.11
7000278,0.218,0.203,0.579
7000583,0.063,0.2855,0.6515
7058664,0.215,0.382,0.403
6980404,0.083,0.482,0.435
6991660,0.219,0.393,0.388
6960695,0.063,0.522,0.415
7063784,0.005,0.936,0.059
7030613,0.049,0.726,0.225
7031993,0.015,0.91,0.075
7009930,0.083,0.70925,0.20775
6979965,0.192,0.38525,0.42275
6973103,0.151,0.4086666666666666,0.44033333333333335
7073850,0.053,0.728,0.219
7011311,0.012,0.825,0.163
7011651,0.037,0.814,0.149
7045507,0.003,0.964,0.033
7022069,0.013,0.8465,0.1405
7061061,0.013,0.8476666666666667,0.1393333333333333
7083026,0.049,0.771,0.18
7096097,0.022,0.826,0.152
6957908,0.001,0.997,0.002
6972501,0.04625,0.82025,0.1335
6955918,0.003,0.929,0.068
6970914,0.049,0.714,0.237
7051243,0.0,0.987,0.013
7005949,0.016,0.871,0.113
7162277,0.018,0.904,0.078
7075796,0.009,0.442,0.549
7083818,0.08,0.196,0.724
6957586,0.023,0.7279166666666668,0.24908333333333335
6970253,0.018,0.226,0.756
6965892,0.004,0.7683333333333334,0.22766666666666666
7075570,0.043,0.74,0.217
6953158,0.006,0.909,0.085
7220450,0.047,0.853,0.1
6963487,0.0025,0.9925,0.005
7003362,0.043,0.903,0.054
6951983,0.007,0.952,0.041
7069590,0.002,0.923,0.075
7019604,0.019,0.804,0.177
7089424,0.077,0.372,0.551
7032611,0.016,0.89,0.094
7000904,0.065,0.721,0.214
6979846,0.027,0.889,0.084
7024997,0.004,0.956,0.04
6963213,0.075,0.565,0.36
6985251,0.02,0.764,0.216
7021826,0.004,0.9775,0.0185
7014422,0.091,0.757,0.152
6991670,0.012,0.775,0.213
6967291,0.031,0.722,0.247
7055540,0.009,0.842,0.149
7176781,0.07883333333333334,0.6696666666666667,0.2515
6965600,0.009,0.937,0.054
7054629,0.017,0.72,0.263
7063463,0.075,0.478,0.447
7021385,0.013,0.925,0.062
7042834,0.286,0.018,0.696
6955691,0.059,0.373,0.568
7180968,0.043,0.209,0.748
6988080,0.042,0.451,0.507
7075857,0.042,0.705,0.253
6967584,0.06,0.695,0.245
7059207,0.123,0.57,0.307
7024752,0.043,0.617,0.34
7003115,0.01,0.849,0.141
6974114,0.02,0.725,0.255
6993843,0.027,0.85,0.123
7010385,0.0,0.852,0.148
7175018,0.06,0.576,0.364
7162849,0.02,0.576,0.404
6971955,0.158,0.433,0.409
6996296,0.027,0.813,0.16
7082374,0.011,0.914,0.075
6966526,0.028,0.454,0.518
7081741,0.0,0.982,0.018
6983944,0.083,0.731,0.186
7030594,0.017,0.87,0.113
7024945,0.026,0.674,0.3
7080726,0.076,0.426,0.498
6984761,0.255,0.618,0.127
7073121,0.001,0.945,0.054
6975869,0.167,0.577,0.256
7027838,0.035,0.849,0.116
6989085,0.299,0.5143333333333333,0.18666666666666665
7058372,0.018,0.6231666666666668,0.3588333333333334
7058588,0.207,0.5553333333333332,0.2376666666666667
7004247,0.002,0.903,0.095
6959188,0.101,0.607,0.292
7075302,0.111,0.607,0.282
7177717,0.027,0.781,0.192
7064765,0.221,0.3624,0.4166
6968582,0.6050833333333334,0.26225,0.13266666666666668
6974116,0.01,0.935,0.055
7001876,0.0246,0.8104,0.165
7077005,0.104,0.4755,0.4205
6960960,0.256,0.259,0.485
7073843,0.008,0.912,0.08
7067146,0.22,0.378,0.402
7067238,0.002,0.971,0.027
7199814,0.006,0.967,0.027
6960834,0.033,0.755,0.212
7013760,0.251,0.251,0.498
7026655,0.1275,0.368,0.5045
7068122,0.0,1.0,0.0
6952625,0.186,0.513,0.301
7025556,0.049,0.835,0.116
6977707,0.079,0.34673333333333334,0.5742666666666667
7107632,0.005,0.806,0.189
7006954,0.034,0.823,0.143
7017585,0.029,0.797,0.174
6955526,0.0725,0.4451666666666667,0.48233333333333334
7082730,0.114,0.468,0.418
7210248,0.037,0.77,0.193
6972608,0.011,0.809,0.18
7306031,0.083,0.701,0.216
7056965,0.001,0.999,0.0
6979291,0.017,0.902,0.081
7025097,0.001,0.986,0.013
6990394,0.0,0.995,0.005
7029975,0.007,0.798,0.195
6957741,0.009,0.934,0.057
7063167,0.079,0.638,0.283
7008745,0.039,0.756,0.205
7170750,0.015,0.892,0.093
7015883,0.135,0.408,0.457
7041641,0.0,0.98,0.02
7019238,0.053,0.71975,0.22725
7030907,0.0445,0.7655,0.19
7052345,0.056,0.6,0.344
6983191,0.001,0.976,0.023
7013081,0.0,1.0,0.0
7131223,0.036,0.809,0.155
7014574,0.038,0.739,0.223
7014070,0.107,0.648,0.245
7044967,0.25,0.374,0.376
7011333,0.064,0.687,0.249
7036884,0.01625,0.71,0.27375
7079474,0.007,0.834,0.159
7036415,0.147,0.61,0.243
7011959,0.024,0.711,0.265
7050700,0.012,0.797,0.191
6962979,0.06,0.52575,0.41425
7053658,0.03,0.777,0.193
7018630,0.161,0.5306666666666667,0.30833333333333335
6996534,0.007,0.794,0.199
7115133,0.0,0.988,0.012
7043939,0.064,0.489,0.447
7081166,0.08,0.649,0.271
6963297,0.002,0.972,0.026
6983012,0.145,0.532,0.323
7011241,0.157,0.554,0.289
6979358,0.015,0.8854,0.0996
7121137,0.131,0.642,0.227
7083215,0.033,0.695,0.272
7014216,0.001,0.972,0.027
7008725,0.208,0.32133333333333336,0.4706666666666667
6972872,0.155,0.438,0.407
7015645,0.065,0.346,0.589
6983881,0.021,0.897,0.082
6961745,0.02,0.726,0.254
7004518,0.173,0.583,0.244
7004432,0.21625,0.582,0.20175
6982228,0.029,0.775,0.196
6959927,0.05,0.6340833333333333,0.3159166666666667
7002059,0.27,0.261,0.469
6973969,0.026,0.764,0.21
6988608,0.004,0.923,0.073
7011364,0.002,0.997,0.001
6975910,0.35,0.064,0.586
7012350,0.122,0.421,0.457
7081982,0.048,0.727,0.225
7146543,0.0,0.998,0.002
7019652,0.032,0.889,0.079
7054134,0.017,0.914,0.069
7077205,0.021,0.951,0.028
7058034,0.002,0.835,0.163
6993701,0.033,0.745,0.222
7135242,0.368,0.42,0.212
7013685,0.063,0.52,0.417
7069888,0.055,0.531,0.414
7001983,0.019,0.716,0.265
7080316,0.004,0.909,0.087
7032116,0.031,0.785,0.184
6969382,0.296,0.234,0.47
7047528,0.047,0.8717142857142858,0.08128571428571428
7094329,0.493,0.203,0.304
6992831,0.027,0.802,0.171
6953365,0.02,0.762,0.218
6959128,0.032,0.554,0.414
7189674,0.472,0.298,0.23
7051830,0.03,0.654,0.316
7070248,0.006,0.945,0.049
7082998,0.66,0.129,0.211
6991120,0.071,0.471,0.458
7031500,0.025,0.875,0.1
7007900,0.043,0.537,0.42
6962750,0.167,0.412,0.421
7052816,0.194,0.587,0.219
6986228,0.06,0.436,0.504
7041621,0.062,0.733,0.205
6957094,0.106,0.2995,0.5945
7044707,0.363,0.252,0.385
6978356,0.41,0.235,0.355
7100382,0.01,0.7943333333333333,0.19566666666666668
7002546,0.018,0.911,0.071
6987216,0.067,0.621,0.312
7076514,0.04,0.699,0.261
7064136,0.064,0.677,0.259
7180337,0.001,0.984,0.015
7017651,0.015,0.8480166666666668,0.13698333333333335
7053225,0.023,0.774,0.203
7047768,0.032,0.703,0.265
7173475,0.071,0.404,0.525
6999121,0.059,0.7715,0.1695
7004317,0.002,0.979,0.019
7024232,0.08025,0.56475,0.355
6965521,0.07,0.704,0.226
7021827,0.002,0.496,0.502
7014402,0.013,0.933,0.054
7075335,0.062,0.795,0.143
6994837,0.002,0.9,0.098
7010883,0.03,0.471,0.499
7017346,0.065,0.428,0.507
7090492,0.082,0.585,0.333
6994500,0.008,0.925,0.067
7057815,0.098,0.483,0.419
7069995,0.149,0.521,0.33
6998865,0.107,0.702,0.191
6968252,0.047,0.749,0.204
7081619,0.306,0.283,0.411
7144745,0.067,0.5495,0.3835
6960015,0.016,0.852,0.132
6971837,0.433,0.197,0.37
7063598,0.001,0.977,0.022
7071638,0.06,0.547,0.393
6981700,0.012,0.93,0.058
7044465,0.097,0.723,0.18
6957204,0.584,0.246,0.17
7120869,0.267,0.271,0.462
6963583,0.01,0.912,0.078
7014604,0.011,0.775,0.214
7045986,0.006,0.785,0.209
6982877,0.09666666666666665,0.6815119047619047,0.22182142857142859
7012971,0.061,0.549,0.39
7008381,0.077,0.547,0.376
7049627,0.092,0.538,0.37
6997479,0.155,0.3872857142857143,0.45771428571428574
6989406,0.079,0.735,0.186
7163788,0.018,0.809,0.173
6963334,0.051,0.829,0.12
7072654,0.1135,0.513,0.3735
6965602,0.06,0.575,0.365
6980747,0.153,0.36,0.487
6953328,0.156,0.47300000000000003,0.37099999999999994
7006975,0.0,0.982,0.018
6983252,0.237,0.361,0.402
6961286,0.13,0.62,0.25
7070535,0.086,0.2795,0.6345
7072681,0.007,0.9429166666666666,0.05008333333333333
7078660,0.001,0.905,0.094
7053705,0.085,0.611,0.304
6990650,0.168,0.2395,0.5925
6978015,0.014,0.937,0.049
6965996,0.004,0.95,0.046
7220960,0.52,0.266,0.214
7175993,0.059,0.5006666666666667,0.4403333333333333
7041152,0.206,0.359,0.435
6974359,0.013,0.8516166666666667,0.13538333333333336
6964970,0.028,0.16,0.812
7015964,0.101,0.567,0.332
6987816,0.118,0.5828333333333332,0.29916666666666664
6991359,0.054,0.754,0.192
6978165,0.202,0.47700000000000004,0.32099999999999995
7146007,0.02,0.334,0.646
7058464,0.204,0.246,0.55
7055373,0.003,0.988,0.009
6963992,0.033,0.816,0.151
6965162,0.021,0.786,0.193
7063585,0.01,0.783,0.207
6975636,0.039,0.476,0.485
7081900,0.043,0.747,0.21
7101635,0.011,0.767,0.222
6996814,0.076,0.184,0.74
6961411,0.002,0.982,0.016
7045522,0.015,0.896,0.089
7006265,0.03225,0.87175,0.096
6957057,0.03183333333333333,0.8223333333333334,0.14583333333333331
6966455,0.025,0.831,0.144
6966897,0.077,0.58365,0.33935000000000004
7070559,0.037,0.848,0.115
7010295,0.079,0.466,0.455
7016041,0.02,0.503,0.477
6970468,0.011,0.92,0.069
7234174,0.004,0.993,0.003
7014094,0.075,0.525,0.4
6963164,0.1,0.413,0.487
